AirQualityStation,Concentration,DatetimeBegin,Validity
STA.DE_DEHE054,24.1,2019-04-02 00:00:00+01:00,1
STA.DE_DEHE054,14.23,2019-04-05 00:00:00+01:00,1
STA.DE_DEHE054,18.57,2019-04-14 00:00:00+01:00,1
STA.DE_DEHE054,17.96,2019-04-17 00:00:00+01:00,1
STA.DE_DEHE054,16.27,2019-04-20 00:00:00+01:00,1
STA.DE_DEHE054,21.55,2019-04-23 00:00:00+01:00,1
STA.DE_DEHE054,8.8,2019-04-26 00:00:00+01:00,1
STA.DE_DEHE054,26.85999999,2019-04-08 00:00:00+01:00,1
STA.DE_DEHE054,17.57999999,2019-04-11 00:00:00+01:00,1
STA.DE_DEHE054,10.36999999,2019-04-29 00:00:00+01:00,1
