AirQualityStation,Concentration,DatetimeBegin,Validity
STA.DE_DENI052,5.82193,2019-04-01 00:00:00+01:00,1
STA.DE_DENI052,6.02179999,2019-04-01 01:00:00+01:00,1
STA.DE_DENI052,6.33603999,2019-04-01 02:00:00+01:00,1
STA.DE_DENI052,6.66506,2019-04-01 03:00:00+01:00,1
STA.DE_DENI052,12.1414,2019-04-01 04:00:00+01:00,1
STA.DE_DENI052,11.39969999,2019-04-01 05:00:00+01:00,1
STA.DE_DENI052,11.6013,2019-04-01 06:00:00+01:00,1
STA.DE_DENI052,8.21706,2019-04-01 07:00:00+01:00,1
STA.DE_DENI052,7.33392,2019-04-01 08:00:00+01:00,1
STA.DE_DENI052,6.03263,2019-04-01 09:00:00+01:00,1
STA.DE_DENI052,6.38879,2019-04-01 10:00:00+01:00,1
STA.DE_DENI052,6.37051999,2019-04-01 11:00:00+01:00,1
STA.DE_DENI052,6.37701999,2019-04-01 12:00:00+01:00,1
STA.DE_DENI052,6.25865,2019-04-01 13:00:00+01:00,1
STA.DE_DENI052,6.89806999,2019-04-01 14:00:00+01:00,1
STA.DE_DENI052,5.73850999,2019-04-01 15:00:00+01:00,1
STA.DE_DENI052,6.47437,2019-04-01 16:00:00+01:00,1
STA.DE_DENI052,7.04882999,2019-04-01 17:00:00+01:00,1
STA.DE_DENI052,14.00479999,2019-04-01 18:00:00+01:00,1
STA.DE_DENI052,11.7652,2019-04-01 19:00:00+01:00,1
STA.DE_DENI052,10.62079999,2019-04-01 20:00:00+01:00,1
STA.DE_DENI052,9.99338999,2019-04-01 21:00:00+01:00,1
STA.DE_DENI052,9.24505,2019-04-01 22:00:00+01:00,1
STA.DE_DENI052,8.99851999,2019-04-01 23:00:00+01:00,1
STA.DE_DENI052,8.88340999,2019-04-02 00:00:00+01:00,1
STA.DE_DENI052,9.35866099,2019-04-02 01:00:00+01:00,1
STA.DE_DENI052,9.40853,2019-04-02 02:00:00+01:00,1
STA.DE_DENI052,10.23959999,2019-04-02 03:00:00+01:00,1
STA.DE_DENI052,11.036,2019-04-02 04:00:00+01:00,1
STA.DE_DENI052,11.98509999,2019-04-02 05:00:00+01:00,1
STA.DE_DENI052,13.7169,2019-04-02 06:00:00+01:00,1
STA.DE_DENI052,13.1211,2019-04-02 07:00:00+01:00,1
STA.DE_DENI052,14.4581,2019-04-02 08:00:00+01:00,1
STA.DE_DENI052,14.561199,2019-04-02 09:00:00+01:00,1
STA.DE_DENI052,17.446199,2019-04-02 10:00:00+01:00,1
STA.DE_DENI052,20.372,2019-04-02 11:00:00+01:00,1
STA.DE_DENI052,22.201599,2019-04-02 12:00:00+01:00,1
STA.DE_DENI052,26.342001,2019-04-02 13:00:00+01:00,1
STA.DE_DENI052,26.909901,2019-04-02 14:00:00+01:00,1
STA.DE_DENI052,29.3866,2019-04-02 15:00:00+01:00,1
STA.DE_DENI052,31.27619899,2019-04-02 16:00:00+01:00,1
STA.DE_DENI052,29.76889999,2019-04-02 17:00:00+01:00,1
STA.DE_DENI052,30.5196,2019-04-02 18:00:00+01:00,1
STA.DE_DENI052,39.10300099,2019-04-02 19:00:00+01:00,1
STA.DE_DENI052,40.68370099,2019-04-02 20:00:00+01:00,1
STA.DE_DENI052,36.878799,2019-04-02 21:00:00+01:00,1
STA.DE_DENI052,31.96610099,2019-04-02 22:00:00+01:00,1
