AirQualityStation,Concentration,DatetimeBegin,Validity
STA.DE_DENW042,13.19999999,2019-04-01 01:00:00+01:00,1
STA.DE_DENW042,13.03999999,2019-04-01 02:00:00+01:00,1
STA.DE_DENW042,22.01,2019-04-01 03:00:00+01:00,1
STA.DE_DENW042,15.0,2019-04-01 04:00:00+01:00,1
STA.DE_DENW042,16.05999999,2019-04-01 05:00:00+01:00,1
STA.DE_DENW042,21.09,2019-04-01 06:00:00+01:00,1
STA.DE_DENW042,24.07999999,2019-04-01 07:00:00+01:00,1
STA.DE_DENW042,21.98,2019-04-01 08:00:00+01:00,1
STA.DE_DENW042,19.34,2019-04-01 09:00:00+01:00,1
STA.DE_DENW042,14.02999999,2019-04-01 10:00:00+01:00,1
STA.DE_DENW042,13.24,2019-04-01 11:00:00+01:00,1
STA.DE_DENW042,13.0,2019-04-01 14:00:00+01:00,1
STA.DE_DENW042,10.32,2019-04-01 15:00:00+01:00,1
STA.DE_DENW042,12.72,2019-04-01 16:00:00+01:00,1
STA.DE_DENW042,14.58,2019-04-01 17:00:00+01:00,1
STA.DE_DENW042,15.83,2019-04-01 18:00:00+01:00,1
STA.DE_DENW042,16.78999999,2019-04-01 19:00:00+01:00,1
STA.DE_DENW042,22.34,2019-04-01 20:00:00+01:00,1
STA.DE_DENW042,21.96,2019-04-01 21:00:00+01:00,1
STA.DE_DENW042,18.87999999,2019-04-01 22:00:00+01:00,1
STA.DE_DENW042,14.16,2019-04-01 23:00:00+01:00,1
STA.DE_DENW042,18.73999999,2019-04-02 00:00:00+01:00,1
STA.DE_DENW042,17.17,2019-04-02 01:00:00+01:00,1
STA.DE_DENW042,17.75,2019-04-02 02:00:00+01:00,1
STA.DE_DENW042,17.68,2019-04-02 03:00:00+01:00,1
STA.DE_DENW042,17.78,2019-04-02 05:00:00+01:00,1
STA.DE_DENW042,17.48999999,2019-04-02 06:00:00+01:00,1
STA.DE_DENW042,25.69999999,2019-04-02 07:00:00+01:00,1
STA.DE_DENW042,25.35999999,2019-04-02 08:00:00+01:00,1
STA.DE_DENW042,26.85,2019-04-02 09:00:00+01:00,1
