AirQualityStation,UnitOfMeasurement,mean
STA.DE_DEBW042,µg/m3,23.407657215
STA.DE_DEBE051,µg/m3,20.14999999677188
STA.DE_DEBY120,µg/m3,25.22235396648844
STA.DE_DEBY119,µg/m3,21.99528141379856
STA.DE_DEBW015,µg/m3,23.19694155166667
STA.DE_DERP019,µg/m3,16.406066288284887
STA.DE_DERP020,µg/m3,20.653412073515067
STA.DE_DENW136,µg/m3,24.71258764027299
STA.DE_DENI020,µg/m3,13.752800849928056
STA.DE_DENW189,µg/m3,24.846666664666667
STA.DE_DEUB029,µg/m3,16.459686563626867
STA.DE_DEUB030,µg/m3,11.20903873364419
STA.DE_DEST029,µg/m3,18.664146090258992
STA.DE_DEBE032,µg/m3,16.851190814591103
STA.DE_DEST015,µg/m3,19.23882484478324
STA.DE_DETH018,µg/m3,17.82551227571223
STA.DE_DEHE054,µg/m3,17.178999994999998
STA.DE_DEUB030,µg/m3,11.337789948
STA.DE_DEUB029,µg/m3,15.568489515
STA.DE_DEBY037,µg/m3,21.5831438666858
STA.DE_DESN074,µg/m3,16.05581061360115
STA.DE_DENW355,µg/m3,23.60123993887931
STA.DE_DENI062,µg/m3,14.430881544906743
STA.DE_DEBY068,µg/m3,18.062030602528736
STA.DE_DEST044,µg/m3,15.923782731451611
STA.DE_DEBY012,µg/m3,18.909523119813485
STA.DE_DEBW019,µg/m3,22.924246768149214
STA.DE_DEBW024,µg/m3,22.59366906105036
STA.DE_DENI041,µg/m3,14.51479902979914
STA.DE_DEHE037,µg/m3,20.85768986350365
STA.DE_DEBW038,µg/m3,18.71500615833333
STA.DE_DEBB021,µg/m3,15.459253942022954
STA.DE_DEBB064,µg/m3,18.166666666666668
STA.DE_DEBW033,µg/m3,21.698314981666663
STA.DE_DEST011,µg/m3,16.49383582382006
STA.DE_DESN061,µg/m3,22.34166666366667
STA.DE_DESN059,µg/m3,18.395030255806915
STA.DE_DEBE065,µg/m3,24.880200857230992
STA.DE_DESN061,µg/m3,19.53936255233284
STA.DE_DEBW107,µg/m3,20.502589924474822
STA.DE_DESN006,µg/m3,20.22833333033333
STA.DE_DEBW136,µg/m3,25.36504082133333
STA.DE_DEHE049,µg/m3,22.21993425142021
STA.DE_DEHE050,µg/m3,14.920461347819224
STA.DE_DESH023,µg/m3,15.247936687568345
STA.DE_DETH081,µg/m3,22.399187634525862
STA.DE_DEHE051,µg/m3,14.593430280331413
STA.DE_DEBY033,µg/m3,19.75184819166428
STA.DE_DENI029,µg/m3,15.244844782955523
STA.DE_DEBW023,µg/m3,18.94271283874459
STA.DE_DENI063,µg/m3,14.36304950456241
STA.DE_DENW022,µg/m3,21.626666660666668
STA.DE_DETH027,µg/m3,12.958457408275862
STA.DE_DENI058,µg/m3,15.82812634533716
STA.DE_DEBW022,µg/m3,23.113649421551724
STA.DE_DESN025,µg/m3,25.676999996333333
STA.DE_DEBY032,µg/m3,18.117732095383506
STA.DE_DENW081,µg/m3,22.513333326666668
STA.DE_DEHH016,µg/m3,17.642539084625408
STA.DE_DEBW027,µg/m3,16.990740738000003
STA.DE_DERP023,µg/m3,22.748158872365597
STA.DE_DEMV026,µg/m3,10.449540885982785
STA.DE_DEBE061,µg/m3,21.33661405685796
STA.DE_DENW021,µg/m3,22.06206896275862
STA.DE_DENW254,µg/m3,24.49666666233333
STA.DE_DEHE131,µg/m3,25.132266245824965
STA.DE_DEHB002,µg/m3,17.67868005388809
STA.DE_DEHH081,µg/m3,20.41239769080692
STA.DE_DEST112,µg/m3,21.582112702666667
STA.DE_DEST112,µg/m3,25.04704224294117
STA.DE_DESN079,µg/m3,16.190333329333335
STA.DE_DEBW081,µg/m3,21.390243898995696
STA.DE_DEHB004,µg/m3,17.12454022619253
STA.DE_DEHE057,µg/m3,15.989999996
STA.DE_DEHE028,µg/m3,14.406603157618363
STA.DE_DESH022,µg/m3,18.93798708426112
STA.DE_DENW040,µg/m3,22.086666665333333
STA.DE_DESH015,µg/m3,13.909001431061697
STA.DE_DEBE034,µg/m3,21.025509322381637
STA.DE_DENW059,µg/m3,17.855745686408046
STA.DE_DEHE037,µg/m3,17.5037499975
STA.DE_DENI143,µg/m3,17.220863353787664
STA.DE_DEHH008,µg/m3,15.166426509726229
STA.DE_DENW367,µg/m3,24.081359303809524
STA.DE_DENW024,µg/m3,30.76185775514368
STA.DE_DERP022,µg/m3,18.92666666333333
STA.DE_DEMV020,µg/m3,20.26499999663793
STA.DE_DEMV019,µg/m3,15.541683449741008
STA.DE_DEHE040,µg/m3,21.392592020158503
STA.DE_DETH042,µg/m3,13.080350634423633
STA.DE_DESN051,µg/m3,17.388666665333336
STA.DE_DESN076,µg/m3,15.680999997333334
STA.DE_DEHH059,µg/m3,20.47037646754412
STA.DE_DEBW098,µg/m3,26.377031480000003
STA.DE_DEHE056,µg/m3,17.278999999
STA.DE_DEBB065,µg/m3,12.03328550609756
STA.DE_DEHE063,µg/m3,20.830734693299856
STA.DE_DEMV025,µg/m3,14.917015778837875
STA.DE_DEBW046,µg/m3,19.23950711933333
STA.DE_DESN075,µg/m3,18.993666664333333
STA.DE_DEHE005,µg/m3,23.91771226992816
STA.DE_DEHE022,µg/m3,16.218999998
STA.DE_DEBB044,µg/m3,18.730316088591955
STA.DE_DESN084,µg/m3,21.021666664
STA.DE_DEBW031,µg/m3,16.34633093192806
STA.DE_DEST098,µg/m3,13.55734913285928
STA.DE_DEBW031,µg/m3,14.141109050333334
STA.DE_DERP060,µg/m3,16.727568044552022
STA.DE_DEBW125,µg/m3,25.578099723846154
STA.DE_DESH023,µg/m3,15.077766663
STA.DE_DEBY122,µg/m3,10.641388617116212
STA.DE_DETH036,µg/m3,17.592728273531115
STA.DE_DEBW005,µg/m3,24.40616929315638
STA.DE_DENW116,µg/m3,31.385714283571428
STA.DE_DESN019,µg/m3,20.84337571921965
STA.DE_DESN020,µg/m3,20.56631752558908
STA.DE_DEST104,µg/m3,18.80923192866667
STA.DE_DEBB075,µg/m3,15.35738880605452
STA.DE_DEST050,µg/m3,19.64432303117052
STA.DE_DESN076,µg/m3,16.018618493771676
STA.DE_DEBB073,µg/m3,19.54218077133429
STA.DE_DEBW013,µg/m3,18.65879629433333
STA.DE_DENW066,µg/m3,27.64093227299712
STA.DE_DEHE043,µg/m3,15.934999995999998
STA.DE_DENW034,µg/m3,22.859999997333333
STA.DE_DESH027,µg/m3,19.79952797350072
STA.DE_DESN001,µg/m3,17.278714489507248
STA.DE_DERP043,µg/m3,19.98928571035714
STA.DE_DENW064,µg/m3,15.733333332
STA.DE_DERP016,µg/m3,13.078501648956951
STA.DE_DENW112,µg/m3,24.33835878618156
STA.DE_DESN092,µg/m3,17.805414240624998
STA.DE_DENW071,µg/m3,17.595012909626973
STA.DE_DEBY093,µg/m3,18.79630154270504
STA.DE_DESN079,µg/m3,16.956822055867647
STA.DE_DEBW042,µg/m3,24.901005743347703
STA.DE_DEHE060,µg/m3,14.698123444481269
STA.DE_DEHE059,µg/m3,20.878521719712644
STA.DE_DEST101,µg/m3,27.88123795678572
STA.DE_DENW065,µg/m3,14.675564838631123
STA.DE_DEBW052,µg/m3,22.15143677795977
STA.DE_DENW207,µg/m3,23.98410086128242
STA.DE_DERP010,µg/m3,24.93571428142857
STA.DE_DESL013,µg/m3,19.51080344001435
STA.DE_DEBW118,µg/m3,26.48550724233333
STA.DE_DEBB048,µg/m3,17.730989953472026
STA.DE_DEST002,µg/m3,18.1226935352
STA.DE_DENW078,µg/m3,23.62204166346265
STA.DE_DESL010,µg/m3,18.062166424189385
STA.DE_DENW188,µg/m3,26.79279797607504
STA.DE_DESN093,µg/m3,16.83731123608069
STA.DE_DEBW004,µg/m3,24.391884054434787
STA.DE_DEBB065,µg/m3,11.96551724137931
STA.DE_DEHE134,µg/m3,18.41045855662841
STA.DE_DEMV028,µg/m3,17.750675284152297
STA.DE_DESN104,µg/m3,17.571333331
STA.DE_DETH117,µg/m3,20.371707540832137
STA.DE_DEHB001,µg/m3,16.21805839109489
STA.DE_DEBW122,µg/m3,17.291666664
STA.DE_DETH091,µg/m3,25.420776803462644
STA.DE_DEBB060,µg/m3,15.618938303931134
STA.DE_DEST077,µg/m3,17.426815256637806
STA.DE_DENW206,µg/m3,22.710773159584665
STA.DE_DESH056,µg/m3,14.797035864748926
STA.DE_DEHE011,µg/m3,19.33956403408046
STA.DE_DESN024,µg/m3,14.73704891791367
STA.DE_DESH035,µg/m3,16.578033331666667
STA.DE_DEHE095,µg/m3,18.73233332966667
STA.DE_DEBW116,µg/m3,26.639492749
STA.DE_DEBB055,µg/m3,14.720516496025825
STA.DE_DENW002,µg/m3,25.84913649090517
STA.DE_DEBY115,µg/m3,25.695681943242462
STA.DE_DEBW052,µg/m3,18.169032162666667
STA.DE_DEBW059,µg/m3,17.602688161333333
STA.DE_DEHE018,µg/m3,16.246999996
STA.DE_DEUB005,µg/m3,13.254871637666668
STA.DE_DEBW023,µg/m3,17.564694377333335
STA.DE_DERP046,µg/m3,21.97413599856528
STA.DE_DESN045,µg/m3,22.364333328666667
STA.DE_DESN083,µg/m3,22.927999997
STA.DE_DEBW005,µg/m3,22.55707547133333
STA.DE_DEHE030,µg/m3,20.63421917995696
STA.DE_DEBW107,µg/m3,19.861716226
STA.DE_DERP001,µg/m3,21.26517265848485
STA.DE_DEBY028,µg/m3,18.15333949527977
STA.DE_DESL017,µg/m3,18.241291244605453
STA.DE_DEBW039,µg/m3,19.805225176666667
STA.DE_DEBW076,µg/m3,16.453945477202296
STA.DE_DEBW059,µg/m3,17.885365850444764
STA.DE_DEHE032,µg/m3,19.325496231721665
STA.DE_DENW034,µg/m3,23.771558270273385
STA.DE_DESN004,µg/m3,19.85014346892396
STA.DE_DEBW099,µg/m3,24.462962962
STA.DE_DEHE005,µg/m3,17.040999997
STA.DE_DENW212,µg/m3,21.533333329
STA.DE_DENW245,µg/m3,19.58333332966667
STA.DE_DENW375,µg/m3,21.46999999733333
STA.DE_DEBW027,µg/m3,17.513936778060344
STA.DE_DEBY052,µg/m3,19.40994312129125
STA.DE_DENI043,µg/m3,18.07733612740316
STA.DE_DEMV024,µg/m3,12.825050211362983
STA.DE_DERP053,µg/m3,18.566666662666663
STA.DE_DERP013,µg/m3,12.898501053889763
STA.DE_DENI052,µg/m3,15.603691084160689
STA.DE_DEBW073,µg/m3,22.314595372225437
STA.DE_DEBW152,µg/m3,22.69907407133333
STA.DE_DEBW112,µg/m3,20.783111107674078
STA.DE_DEHH026,µg/m3,18.86681563097345
STA.DE_DENW208,µg/m3,29.538133617025863
STA.DE_DEBW009,µg/m3,17.73695664566667
STA.DE_DEBW015,µg/m3,25.42697273658537
