AirQualityStation,Concentration,DatetimeBegin,Validity
STA.DE_DENW382,9.043,2022-04-01 00:00:00+01:00,1
STA.DE_DENW382,10.36,2022-04-01 01:00:00+01:00,1
STA.DE_DENW382,8.497,2022-04-01 02:00:00+01:00,1
STA.DE_DENW382,8.094,2022-04-01 03:00:00+01:00,1
STA.DE_DENW382,6.554,2022-04-01 04:00:00+01:00,1
STA.DE_DENW382,5.74,2022-04-01 05:00:00+01:00,1
STA.DE_DENW382,10.92,2022-04-01 06:00:00+01:00,1
STA.DE_DENW382,9.604,2022-04-01 07:00:00+01:00,1
STA.DE_DENW382,6.255,2022-04-01 08:00:00+01:00,1
STA.DE_DENW382,6.361,2022-04-01 09:00:00+01:00,1
STA.DE_DENW382,7.62,2022-04-01 11:00:00+01:00,1
STA.DE_DENW382,9.546,2022-04-01 12:00:00+01:00,1
STA.DE_DENW382,10.784,2022-04-01 13:00:00+01:00,1
STA.DE_DENW382,13.02,2022-04-01 14:00:00+01:00,1
STA.DE_DENW382,16.59,2022-04-01 15:00:00+01:00,1
STA.DE_DENW382,17.503,2022-04-01 16:00:00+01:00,1
STA.DE_DENW382,25.2,2022-04-01 17:00:00+01:00,1
STA.DE_DENW382,22.922,2022-04-01 18:00:00+01:00,1
STA.DE_DENW382,38.556,2022-04-01 19:00:00+01:00,1
STA.DE_DENW382,27.888,2022-04-01 20:00:00+01:00,1
STA.DE_DENW382,25.945,2022-04-02 00:00:00+01:00,1
STA.DE_DENW382,25.62,2022-04-02 01:00:00+01:00,1
STA.DE_DENW382,25.557,2022-04-01 21:00:00+01:00,1
STA.DE_DENW382,32.959,2022-04-01 22:00:00+01:00,1
STA.DE_DENW382,25.358,2022-04-01 23:00:00+01:00,1
STA.DE_DENW382,32.035,2022-04-02 02:00:00+01:00,1
STA.DE_DENW382,20.181,2022-04-02 03:00:00+01:00,1
STA.DE_DENW382,17.881,2022-04-02 04:00:00+01:00,1
STA.DE_DENW382,7.018,2022-04-02 05:00:00+01:00,1
STA.DE_DENW382,9.893,2022-04-02 06:00:00+01:00,1
STA.DE_DENW382,12.778,2022-04-02 07:00:00+01:00,1
STA.DE_DENW382,9.92,2022-04-02 08:00:00+01:00,1
STA.DE_DENW382,10.039,2022-04-02 09:00:00+01:00,1
STA.DE_DENW382,12.127,2022-04-02 10:00:00+01:00,1
STA.DE_DENW382,12.18,2022-04-02 11:00:00+01:00,1
STA.DE_DENW382,9.705,2022-04-02 12:00:00+01:00,1
STA.DE_DENW382,11.918,2022-04-02 13:00:00+01:00,1
STA.DE_DENW382,7.428,2022-04-02 14:00:00+01:00,1
STA.DE_DENW382,8.909,2022-04-02 15:00:00+01:00,1
STA.DE_DENW382,20.444,2022-04-02 16:00:00+01:00,1
STA.DE_DENW382,4.22,2022-04-02 17:00:00+01:00,1
STA.DE_DENW382,8.828,2022-04-02 18:00:00+01:00,1
STA.DE_DENW382,8.604,2022-04-02 19:00:00+01:00,1
STA.DE_DENW382,14.563,2022-04-02 20:00:00+01:00,1
STA.DE_DENW382,14.396,2022-04-02 21:00:00+01:00,1
STA.DE_DENW382,15.12,2022-04-02 22:00:00+01:00,1
STA.DE_DENW382,8.564,2022-04-02 23:00:00+01:00,1
STA.DE_DENW382,11.245,2022-04-03 00:00:00+01:00,1
STA.DE_DENW382,23.677,2022-04-03 01:00:00+01:00,1
STA.DE_DENW382,23.53,2022-04-03 02:00:00+01:00,1
STA.DE_DENW382,29.316,2022-04-03 03:00:00+01:00,1
STA.DE_DENW382,28.57,2022-04-03 04:00:00+01:00,1
STA.DE_DENW382,14.322,2022-04-03 05:00:00+01:00,1
STA.DE_DENW382,25.84,2022-04-03 06:00:00+01:00,1
STA.DE_DENW382,8.395,2022-04-03 07:00:00+01:00,1
STA.DE_DENW382,15.162,2022-04-03 08:00:00+01:00,1
STA.DE_DENW382,10.7,2022-04-03 09:00:00+01:00,1
STA.DE_DENW382,7.263,2022-04-03 10:00:00+01:00,1
STA.DE_DENW382,4.555,2022-04-03 11:00:00+01:00,1
STA.DE_DENW382,6.439,2022-04-03 12:00:00+01:00,1
STA.DE_DENW382,9.54,2022-04-03 13:00:00+01:00,1
STA.DE_DENW382,6.295,2022-04-03 14:00:00+01:00,1
STA.DE_DENW382,4.798,2022-04-03 15:00:00+01:00,1
STA.DE_DENW382,7.711,2022-04-03 16:00:00+01:00,1
STA.DE_DENW382,7.621,2022-04-03 17:00:00+01:00,1
STA.DE_DENW382,6.019,2022-04-03 18:00:00+01:00,1
STA.DE_DENW382,5.759,2022-04-03 19:00:00+01:00,1
STA.DE_DENW382,5.837,2022-04-03 20:00:00+01:00,1
STA.DE_DENW382,8.057,2022-04-03 21:00:00+01:00,1
STA.DE_DENW382,11.749,2022-04-03 22:00:00+01:00,1
STA.DE_DENW382,9.705,2022-04-03 23:00:00+01:00,1
STA.DE_DENW382,15.466,2022-04-04 00:00:00+01:00,1
STA.DE_DENW382,10.268,2022-04-04 01:00:00+01:00,1
STA.DE_DENW382,8.593,2022-04-04 02:00:00+01:00,1
STA.DE_DENW382,12.831,2022-04-04 03:00:00+01:00,1
STA.DE_DENW382,16.695,2022-04-04 04:00:00+01:00,1
STA.DE_DENW382,11.287,2022-04-04 05:00:00+01:00,1
STA.DE_DENW382,19.477,2022-04-04 06:00:00+01:00,1
STA.DE_DENW382,13.671,2022-04-04 07:00:00+01:00,1
STA.DE_DENW382,15.246,2022-04-04 08:00:00+01:00,1
STA.DE_DENW382,18.144,2022-04-04 09:00:00+01:00,1
STA.DE_DENW382,12.883,2022-04-04 10:00:00+01:00,1
STA.DE_DENW382,11.361,2022-04-04 11:00:00+01:00,1
STA.DE_DENW382,10.752,2022-04-04 12:00:00+01:00,1
STA.DE_DENW382,9.282,2022-04-04 13:00:00+01:00,1
STA.DE_DENW382,11.876,2022-04-04 14:00:00+01:00,1
STA.DE_DENW382,9.893,2022-04-04 15:00:00+01:00,1
STA.DE_DENW382,8.335,2022-04-04 16:00:00+01:00,1
STA.DE_DENW382,8.832,2022-04-04 17:00:00+01:00,1
STA.DE_DENW382,9.601,2022-04-04 18:00:00+01:00,1
STA.DE_DENW382,8.803,2022-04-04 19:00:00+01:00,1
STA.DE_DENW382,8.18,2022-04-04 20:00:00+01:00,1
STA.DE_DENW382,9.538,2022-04-04 21:00:00+01:00,1
STA.DE_DENW382,8.372,2022-04-04 22:00:00+01:00,1
STA.DE_DENW382,4.619,2022-04-04 23:00:00+01:00,1
STA.DE_DENW382,2.226,2022-04-05 00:00:00+01:00,1
STA.DE_DENW382,4.471,2022-04-05 01:00:00+01:00,1
STA.DE_DENW382,5.705,2022-04-05 02:00:00+01:00,1
STA.DE_DENW382,8.824,2022-04-05 03:00:00+01:00,1
STA.DE_DENW382,7.323,2022-04-05 04:00:00+01:00,1
STA.DE_DENW382,3.135,2022-04-05 05:00:00+01:00,1
STA.DE_DENW382,5.242,2022-04-05 06:00:00+01:00,1
STA.DE_DENW382,4.619,2022-04-05 07:00:00+01:00,1
STA.DE_DENW382,4.658,2022-04-05 08:00:00+01:00,1
STA.DE_DENW382,8.267,2022-04-05 09:00:00+01:00,1
STA.DE_DENW382,7.475,2022-04-05 10:00:00+01:00,1
STA.DE_DENW382,5.21,2022-04-05 11:00:00+01:00,1
STA.DE_DENW382,4.338,2022-04-05 12:00:00+01:00,1
STA.DE_DENW382,3.873,2022-04-05 13:00:00+01:00,1
STA.DE_DENW382,3.692,2022-04-05 14:00:00+01:00,1
STA.DE_DENW382,2.813,2022-04-05 15:00:00+01:00,1
STA.DE_DENW382,3.451,2022-04-05 16:00:00+01:00,1
STA.DE_DENW382,3.449,2022-04-05 17:00:00+01:00,1
STA.DE_DENW382,10.266,2022-04-05 18:00:00+01:00,1
STA.DE_DENW382,10.374,2022-04-05 19:00:00+01:00,1
STA.DE_DENW382,9.271,2022-04-05 20:00:00+01:00,1
STA.DE_DENW382,7.824,2022-04-05 21:00:00+01:00,1
STA.DE_DENW382,9.436,2022-04-05 22:00:00+01:00,1
STA.DE_DENW382,11.508,2022-04-05 23:00:00+01:00,1
STA.DE_DENW382,17.294,2022-04-06 00:00:00+01:00,1
STA.DE_DENW382,11.676,2022-04-06 01:00:00+01:00,1
STA.DE_DENW382,9.94,2022-04-06 02:00:00+01:00,1
STA.DE_DENW382,10.466,2022-04-06 03:00:00+01:00,1
STA.DE_DENW382,11.55,2022-04-06 04:00:00+01:00,1
STA.DE_DENW382,10.962,2022-04-06 05:00:00+01:00,1
STA.DE_DENW382,11.97,2022-04-06 06:00:00+01:00,1
STA.DE_DENW382,10.187,2022-04-06 07:00:00+01:00,1
STA.DE_DENW382,7.666,2022-04-06 08:00:00+01:00,1
STA.DE_DENW382,6.69,2022-04-06 09:00:00+01:00,1
STA.DE_DENW382,7.449,2022-04-06 10:00:00+01:00,1
STA.DE_DENW382,8.94,2022-04-06 11:00:00+01:00,1
STA.DE_DENW382,8.226,2022-04-06 12:00:00+01:00,1
STA.DE_DENW382,10.14,2022-04-06 13:00:00+01:00,1
STA.DE_DENW382,10.573,2022-04-06 14:00:00+01:00,1
STA.DE_DENW382,9.121,2022-04-06 15:00:00+01:00,1
STA.DE_DENW382,6.256,2022-04-06 16:00:00+01:00,1
STA.DE_DENW382,8.023,2022-04-06 17:00:00+01:00,1
STA.DE_DENW382,7.412,2022-04-06 18:00:00+01:00,1
STA.DE_DENW382,9.204,2022-04-06 19:00:00+01:00,1
STA.DE_DENW382,8.997,2022-04-06 20:00:00+01:00,1
STA.DE_DENW382,15.12,2022-04-06 21:00:00+01:00,1
STA.DE_DENW382,9.861,2022-04-06 22:00:00+01:00,1
STA.DE_DENW382,8.805,2022-04-06 23:00:00+01:00,1
STA.DE_DENW382,7.897,2022-04-07 00:00:00+01:00,1
STA.DE_DENW382,6.529,2022-04-07 01:00:00+01:00,1
STA.DE_DENW382,5.825,2022-04-07 02:00:00+01:00,1
STA.DE_DENW382,6.473,2022-04-07 03:00:00+01:00,1
STA.DE_DENW382,5.223,2022-04-07 04:00:00+01:00,1
STA.DE_DENW382,7.511,2022-04-07 05:00:00+01:00,1
STA.DE_DENW382,7.237,2022-04-07 06:00:00+01:00,1
STA.DE_DENW382,3.363,2022-04-07 07:00:00+01:00,1
STA.DE_DENW382,2.751,2022-04-07 08:00:00+01:00,1
STA.DE_DENW382,3.305,2022-04-07 09:00:00+01:00,1
STA.DE_DENW382,5.845,2022-04-07 10:00:00+01:00,1
STA.DE_DENW382,7.343,2022-04-07 11:00:00+01:00,1
STA.DE_DENW382,8.042,2022-04-07 12:00:00+01:00,1
STA.DE_DENW382,11.361,2022-04-07 13:00:00+01:00,1
STA.DE_DENW382,9.427,2022-04-07 14:00:00+01:00,1
STA.DE_DENW382,11.245,2022-04-07 15:00:00+01:00,1
STA.DE_DENW382,6.408,2022-04-07 16:00:00+01:00,1
STA.DE_DENW382,8.293,2022-04-07 17:00:00+01:00,1
STA.DE_DENW382,13.178,2022-04-07 18:00:00+01:00,1
STA.DE_DENW382,11.12,2022-04-07 19:00:00+01:00,1
STA.DE_DENW382,11.466,2022-04-07 20:00:00+01:00,1
STA.DE_DENW382,9.366,2022-04-07 21:00:00+01:00,1
STA.DE_DENW382,8.628,2022-04-07 22:00:00+01:00,1
STA.DE_DENW382,5.647,2022-04-07 23:00:00+01:00,1
