AirQualityStation,Concentration,DatetimeBegin,Validity
STA.DE_DEST104,10.80275,2022-04-01 00:00:00+01:00,1
STA.DE_DEST104,10.170185,2022-04-01 01:00:00+01:00,1
STA.DE_DEST104,9.8267,2022-04-01 02:00:00+01:00,1
STA.DE_DEST104,9.97632,2022-04-01 03:00:00+01:00,1
STA.DE_DEST104,9.95307,2022-04-01 04:00:00+01:00,1
STA.DE_DEST104,10.03791,2022-04-01 05:00:00+01:00,1
STA.DE_DEST104,10.07494,2022-04-01 06:00:00+01:00,1
STA.DE_DEST104,10.08655,2022-04-01 07:00:00+01:00,1
STA.DE_DEST104,10.28205,2022-04-01 08:00:00+01:00,1
STA.DE_DEST104,10.3825,2022-04-01 09:00:00+01:00,1
STA.DE_DEST104,9.318955,2022-04-01 10:00:00+01:00,1
STA.DE_DEST104,8.326385,2022-04-01 11:00:00+01:00,1
STA.DE_DEST104,7.823445,2022-04-01 12:00:00+01:00,1
STA.DE_DEST104,8.776435,2022-04-01 13:00:00+01:00,1
STA.DE_DEST104,9.96365,2022-04-01 14:00:00+01:00,1
STA.DE_DEST104,10.51315,2022-04-01 15:00:00+01:00,1
STA.DE_DEST104,11.2282,2022-04-01 16:00:00+01:00,1
STA.DE_DEST104,11.30345,2022-04-01 17:00:00+01:00,1
STA.DE_DEST104,12.5161,2022-04-01 18:00:00+01:00,1
STA.DE_DEST104,12.3541,2022-04-01 19:00:00+01:00,1
STA.DE_DEST104,12.6983,2022-04-01 20:00:00+01:00,1
STA.DE_DEST104,7.30726,2022-04-02 00:00:00+01:00,1
STA.DE_DEST104,6.63224,2022-04-02 01:00:00+01:00,1
STA.DE_DEST104,12.60445,2022-04-01 21:00:00+01:00,1
STA.DE_DEST104,11.4907,2022-04-01 22:00:00+01:00,1
STA.DE_DEST104,8.65942,2022-04-01 23:00:00+01:00,1
STA.DE_DEST104,6.857895,2022-04-02 02:00:00+01:00,1
STA.DE_DEST104,7.51514,2022-04-02 03:00:00+01:00,1
STA.DE_DEST104,7.65082,2022-04-02 04:00:00+01:00,1
STA.DE_DEST104,7.580325,2022-04-02 05:00:00+01:00,1
STA.DE_DEST104,7.35835,2022-04-02 06:00:00+01:00,1
STA.DE_DEST104,6.97082,2022-04-02 07:00:00+01:00,1
STA.DE_DEST104,6.500955,2022-04-02 08:00:00+01:00,1
STA.DE_DEST104,7.117065,2022-04-02 09:00:00+01:00,1
STA.DE_DEST104,7.235965,2022-04-02 10:00:00+01:00,1
STA.DE_DEST104,7.1015,2022-04-02 11:00:00+01:00,1
STA.DE_DEST104,7.00435,2022-04-02 12:00:00+01:00,1
STA.DE_DEST104,7.29567,2022-04-02 13:00:00+01:00,1
STA.DE_DEST104,7.192575,2022-04-02 14:00:00+01:00,1
STA.DE_DEST104,6.701185,2022-04-02 15:00:00+01:00,1
