AirQualityStation,Concentration,DatetimeBegin,Validity
STA.DE_DEHH016,1.5,2022-04-01 00:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-01 01:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-01 02:00:00+01:00,1
STA.DE_DEHH016,5.892,2022-04-01 04:00:00+01:00,1
STA.DE_DEHH016,6.431,2022-04-01 05:00:00+01:00,1
STA.DE_DEHH016,9.009,2022-04-01 06:00:00+01:00,1
STA.DE_DEHH016,16.516,2022-04-01 07:00:00+01:00,1
STA.DE_DEHH016,13.837,2022-04-01 08:00:00+01:00,1
STA.DE_DEHH016,16.271,2022-04-01 09:00:00+01:00,1
STA.DE_DEHH016,16.308,2022-04-01 10:00:00+01:00,1
STA.DE_DEHH016,19.533,2022-04-01 11:00:00+01:00,1
STA.DE_DEHH016,18.887,2022-04-01 12:00:00+01:00,1
STA.DE_DEHH016,12.841,2022-04-01 13:00:00+01:00,1
STA.DE_DEHH016,18.977,2022-04-01 14:00:00+01:00,1
STA.DE_DEHH016,10.737,2022-04-01 15:00:00+01:00,1
STA.DE_DEHH016,6.557,2022-04-01 16:00:00+01:00,1
STA.DE_DEHH016,6.079,2022-04-01 17:00:00+01:00,1
STA.DE_DEHH016,3.098,2022-04-01 18:00:00+01:00,1
STA.DE_DEHH016,5.332,2022-04-01 19:00:00+01:00,1
STA.DE_DEHH016,7.598,2022-04-01 20:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-02 00:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-02 01:00:00+01:00,1
STA.DE_DEHH016,6.334,2022-04-01 21:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-01 22:00:00+01:00,1
STA.DE_DEHH016,3.179,2022-04-01 23:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-02 02:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-02 03:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-02 04:00:00+01:00,1
STA.DE_DEHH016,3.705,2022-04-02 05:00:00+01:00,1
STA.DE_DEHH016,4.315,2022-04-02 06:00:00+01:00,1
STA.DE_DEHH016,3.198,2022-04-02 07:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-02 08:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-02 09:00:00+01:00,1
STA.DE_DEHH016,3.61,2022-04-02 10:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-02 11:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-02 12:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-02 13:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-02 17:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-02 20:00:00+01:00,1
STA.DE_DEHH016,11.7,2022-04-02 21:00:00+01:00,1
STA.DE_DEHH016,15.734,2022-04-02 22:00:00+01:00,1
STA.DE_DEHH016,10.468,2022-04-02 23:00:00+01:00,1
STA.DE_DEHH016,10.617,2022-04-03 00:00:00+01:00,1
STA.DE_DEHH016,12.243,2022-04-03 01:00:00+01:00,1
STA.DE_DEHH016,21.547,2022-04-03 02:00:00+01:00,1
STA.DE_DEHH016,22.727,2022-04-03 03:00:00+01:00,1
STA.DE_DEHH016,18.816,2022-04-03 04:00:00+01:00,1
STA.DE_DEHH016,15.638,2022-04-03 05:00:00+01:00,1
STA.DE_DEHH016,12.778,2022-04-03 06:00:00+01:00,1
STA.DE_DEHH016,11.869,2022-04-03 07:00:00+01:00,1
STA.DE_DEHH016,12.248,2022-04-03 08:00:00+01:00,1
STA.DE_DEHH016,10.252,2022-04-03 09:00:00+01:00,1
STA.DE_DEHH016,18.854,2022-04-03 10:00:00+01:00,1
STA.DE_DEHH016,19.33,2022-04-03 11:00:00+01:00,1
STA.DE_DEHH016,8.451,2022-04-03 15:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-03 16:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-03 17:00:00+01:00,1
STA.DE_DEHH016,4.324,2022-04-03 18:00:00+01:00,1
STA.DE_DEHH016,6.817,2022-04-03 19:00:00+01:00,1
STA.DE_DEHH016,6.325,2022-04-04 00:00:00+01:00,1
STA.DE_DEHH016,5.134,2022-04-04 01:00:00+01:00,1
STA.DE_DEHH016,4.721,2022-04-04 02:00:00+01:00,1
STA.DE_DEHH016,6.93,2022-04-04 03:00:00+01:00,1
STA.DE_DEHH016,7.793,2022-04-04 04:00:00+01:00,1
STA.DE_DEHH016,6.29,2022-04-04 05:00:00+01:00,1
STA.DE_DEHH016,10.137,2022-04-04 06:00:00+01:00,1
STA.DE_DEHH016,15.345,2022-04-04 07:00:00+01:00,1
STA.DE_DEHH016,14.668,2022-04-04 08:00:00+01:00,1
STA.DE_DEHH016,7.289,2022-04-03 20:00:00+01:00,1
STA.DE_DEHH016,6.643,2022-04-03 21:00:00+01:00,1
STA.DE_DEHH016,5.878,2022-04-03 22:00:00+01:00,1
STA.DE_DEHH016,6.035,2022-04-03 23:00:00+01:00,1
STA.DE_DEHH016,11.026,2022-04-04 09:00:00+01:00,1
STA.DE_DEHH016,8.154,2022-04-03 14:00:00+01:00,1
STA.DE_DEHH016,10.707,2022-04-04 10:00:00+01:00,1
STA.DE_DEHH016,9.58,2022-04-04 11:00:00+01:00,1
STA.DE_DEHH016,5.837,2022-04-04 12:00:00+01:00,1
STA.DE_DEHH016,6.392,2022-04-04 13:00:00+01:00,1
STA.DE_DEHH016,5.61,2022-04-04 14:00:00+01:00,1
STA.DE_DEHH016,3.609,2022-04-04 15:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-04 16:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-04 17:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-04 18:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-04 19:00:00+01:00,1
STA.DE_DEHH016,6.123,2022-04-04 20:00:00+01:00,1
STA.DE_DEHH016,8.325,2022-04-04 21:00:00+01:00,1
STA.DE_DEHH016,8.333,2022-04-04 22:00:00+01:00,1
STA.DE_DEHH016,9.003,2022-04-04 23:00:00+01:00,1
STA.DE_DEHH016,10.565,2022-04-05 00:00:00+01:00,1
STA.DE_DEHH016,9.336,2022-04-05 01:00:00+01:00,1
STA.DE_DEHH016,7.342,2022-04-05 02:00:00+01:00,1
STA.DE_DEHH016,8.892,2022-04-05 03:00:00+01:00,1
STA.DE_DEHH016,5.403,2022-04-05 04:00:00+01:00,1
STA.DE_DEHH016,7.363,2022-04-05 05:00:00+01:00,1
STA.DE_DEHH016,6.707,2022-04-05 06:00:00+01:00,1
STA.DE_DEHH016,6.817,2022-04-05 07:00:00+01:00,1
STA.DE_DEHH016,5.919,2022-04-05 08:00:00+01:00,1
STA.DE_DEHH016,5.358,2022-04-05 09:00:00+01:00,1
STA.DE_DEHH016,7.193,2022-04-05 10:00:00+01:00,1
STA.DE_DEHH016,5.71,2022-04-05 11:00:00+01:00,1
STA.DE_DEHH016,4.944,2022-04-05 12:00:00+01:00,1
STA.DE_DEHH016,3.006,2022-04-05 14:00:00+01:00,1
STA.DE_DEHH016,5.569,2022-04-05 15:00:00+01:00,1
STA.DE_DEHH016,6.233,2022-04-05 16:00:00+01:00,1
STA.DE_DEHH016,3.307,2022-04-05 20:00:00+01:00,1
STA.DE_DEHH016,4.263,2022-04-05 21:00:00+01:00,1
STA.DE_DEHH016,3.692,2022-04-05 22:00:00+01:00,1
STA.DE_DEHH016,5.002,2022-04-05 23:00:00+01:00,1
STA.DE_DEHH016,7.354,2022-04-06 00:00:00+01:00,1
STA.DE_DEHH016,6.177,2022-04-06 01:00:00+01:00,1
STA.DE_DEHH016,3.428,2022-04-06 02:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-06 03:00:00+01:00,1
STA.DE_DEHH016,3.066,2022-04-06 04:00:00+01:00,1
STA.DE_DEHH016,8.966,2022-04-06 05:00:00+01:00,1
STA.DE_DEHH016,17.987,2022-04-06 06:00:00+01:00,1
STA.DE_DEHH016,22.577,2022-04-06 07:00:00+01:00,1
STA.DE_DEHH016,20.69,2022-04-06 08:00:00+01:00,1
STA.DE_DEHH016,21.341,2022-04-06 09:00:00+01:00,1
STA.DE_DEHH016,19.829,2022-04-06 10:00:00+01:00,1
STA.DE_DEHH016,16.005,2022-04-06 11:00:00+01:00,1
STA.DE_DEHH016,13.823,2022-04-06 12:00:00+01:00,1
STA.DE_DEHH016,13.514,2022-04-06 13:00:00+01:00,1
STA.DE_DEHH016,10.797,2022-04-06 14:00:00+01:00,1
STA.DE_DEHH016,7.431,2022-04-06 15:00:00+01:00,1
STA.DE_DEHH016,4.688,2022-04-06 16:00:00+01:00,1
STA.DE_DEHH016,5.846,2022-04-06 17:00:00+01:00,1
STA.DE_DEHH016,6.097,2022-04-06 18:00:00+01:00,1
STA.DE_DEHH016,9.154,2022-04-06 19:00:00+01:00,1
STA.DE_DEHH016,9.026,2022-04-06 20:00:00+01:00,1
STA.DE_DEHH016,7.871,2022-04-06 21:00:00+01:00,1
STA.DE_DEHH016,5.406,2022-04-06 22:00:00+01:00,1
STA.DE_DEHH016,5.705,2022-04-06 23:00:00+01:00,1
STA.DE_DEHH016,4.999,2022-04-07 00:00:00+01:00,1
STA.DE_DEHH016,8.607,2022-04-07 01:00:00+01:00,1
STA.DE_DEHH016,9.107,2022-04-07 02:00:00+01:00,1
STA.DE_DEHH016,7.339,2022-04-07 03:00:00+01:00,1
STA.DE_DEHH016,6.401,2022-04-07 04:00:00+01:00,1
STA.DE_DEHH016,8.319,2022-04-07 05:00:00+01:00,1
STA.DE_DEHH016,5.202,2022-04-07 06:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-07 07:00:00+01:00,1
STA.DE_DEHH016,5.894,2022-04-07 08:00:00+01:00,1
STA.DE_DEHH016,7.725,2022-04-07 09:00:00+01:00,1
STA.DE_DEHH016,10.135,2022-04-07 12:00:00+01:00,1
STA.DE_DEHH016,8.652,2022-04-07 13:00:00+01:00,1
STA.DE_DEHH016,11.674,2022-04-07 14:00:00+01:00,1
STA.DE_DEHH016,12.402,2022-04-07 15:00:00+01:00,1
STA.DE_DEHH016,10.144,2022-04-07 16:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-07 17:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-07 18:00:00+01:00,1
STA.DE_DEHH016,3.894,2022-04-07 19:00:00+01:00,1
STA.DE_DEHH016,3.607,2022-04-07 20:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-07 21:00:00+01:00,1
STA.DE_DEHH016,1.5,2022-04-07 22:00:00+01:00,1
STA.DE_DEHH016,3.239,2022-04-07 23:00:00+01:00,1
STA.DE_DEHH016,3.668,2022-04-08 02:00:00+01:00,1
STA.DE_DEHH016,5.493,2022-04-08 03:00:00+01:00,1
STA.DE_DEHH016,6.722,2022-04-08 04:00:00+01:00,1
STA.DE_DEHH016,6.364,2022-04-08 05:00:00+01:00,1
STA.DE_DEHH016,7.209,2022-04-08 06:00:00+01:00,1
STA.DE_DEHH016,7.923,2022-04-08 07:00:00+01:00,1
STA.DE_DEHH016,6.696,2022-04-08 08:00:00+01:00,1
STA.DE_DEHH016,3.893,2022-04-08 09:00:00+01:00,1
